cuil;status
63247243544;2
64209033575;3
64360958270;3
60376619259;2
60250325358;2
60283771140;6
67231417629;3
67368553120;3
64390269046;4
64204840049;2
67258250947;5
60315489531;2
63285809144;4
60355353739;5
63307050554;6
67350507962;6
60268106718;1
64296670888;4
63316957669;2
67377128386;3
63395033974;3
63210430557;1
60291929640;1
67352175304;1
60388997926;4
60285617297;2
67206575120;3
60257019189;6
60315066916;2
63367715589;5
60354735108;2
67205212350;3
60228570950;5
63305595782;5
67390267565;6
60288373658;5
67335573088;1
67238087879;5
60386896944;1
67225331267;6
60396582689;2
63267362353;4
64364498355;2
64304338014;5
64332829864;5
63311197713;1
63215843069;5
63243012246;1
67273743496;1
67242122434;5
64330040529;4
63232673518;5
67315287029;5
60376180096;2
60393593957;3
64392760480;6
67364390073;6
67382608299;2
67339652489;5
63333315574;4
67246784784;5
60273212798;6
67234990249;6
67250672087;2
60362116905;2
67389107414;6
67344013168;5
60385068606;6
64265345449;4
64295085647;4
60265196597;3
63328754004;3
60287517788;5
60312006165;4
67325962760;6
60203940559;3
60283317679;5
64266736701;2
60391714544;3
60314042525;3
60256992798;6
64231988880;6
64204746549;4
67363540861;3
64220942501;1
67348631869;2
63251025691;3
60339647960;6
67263319734;3
67245701729;3
64380448953;3
60265945522;3
64313515565;1
64221200819;4
60232211582;1
60239941624;1
63374558104;2
67290503449;4
67382299016;6
67353064459;4
64336643994;5
63374545703;2
63369493185;6
63332419481;6
67329002222;3
60359596394;2
63394257739;6
64366692248;2
60284422557;5
60386307507;3
64378190949;3
60280616861;5
64241715709;6
60215572768;4
60316776038;3
60299794051;1
67290950403;6
63304631203;6
67391952309;6
67276565440;5
63328010706;5
64251977443;2
63261396086;6
63378521175;4
64222510209;1
64271857304;6
60235688320;3
60365679659;1
64315049146;5
63316453424;2
67300951551;5
63223415670;3
63395759037;6
60384380746;3
67295919899;6
64241158053;3
63314672315;2
64381919267;1
60334904906;3
60272729355;5
64392516857;4
67344399015;6
63323439380;1
63290577448;2
60321195078;4
64233927552;3
64308753822;2
64315222476;6
63219956691;6
60396688568;6
67346802704;5
60297354658;4
63284907681;1
64231133249;3
64323642824;4
67387091863;2
63358646168;3
63221414707;6
67331653214;3
63331558399;2
64331922682;1
60360930281;5
63235097402;2
67214054911;2
60201691438;4
60356124229;3
63317541858;3
64359520075;5
64367208829;1
64283180636;2
63217126888;3
63278308946;5
60368778489;1
60392522258;2
63362495719;2
64300826391;5
64353374603;3
63369391463;6
63264069620;3
64220035334;4
60202720415;3
60210823614;2
64379535605;5
63325553474;2
67219972528;5
63260164483;2
63240546614;1
63344899667;6
67281033902;1
64254545501;2
64206851692;2
64373499607;6
67307508408;3
67224456791;2
60314701499;5
64357068736;2
67280843188;1
63285516279;4
63356276079;1
60253178127;6
64209232098;3
63372872413;6
60387593325;6
64302936895;1
63371630904;1
67304429612;4
63378491586;5
64362359498;1
63249678483;2
64254904064;5
64326554438;6
64369286933;6
60274010331;1
64325715993;1
63327195397;3
60295809712;4
64317991906;6
63253670403;1
63340716711;2
60231615388;1
64350704122;2
63209374813;4
60339376894;5
60383601137;4
60342133498;5
60367763410;1
64250549049;1
60331454810;4
64347267226;3
64348119697;3
67228378051;2
63262778909;1
63355129995;5
60224960592;3
63262926194;1
67395570290;3
67260623513;1
67287761225;1
67203147497;1
64300868167;1
64327672426;6
67286617669;3
67368696215;2
67244644039;2
67290719795;2
64246561239;5
60347057668;1
63292458500;4
64367157508;3
63248548259;3
64312685369;2
60231816367;1
63212275834;3
64305665957;4
60286817613;5
67379909776;1
64343994319;6
67211475045;3
63225220779;1
63304281326;2
67288053038;5
60282293768;4
63359089777;5
64339561832;1
64310709946;1
67268184772;5
63219382759;1
63224561069;3
67354522850;5
63266878550;5
64275072599;1
64252953289;6
67384778418;3
60344005551;4
63255862449;6
63251562468;1
60281955503;3
63253755220;2
64276100359;4
63281114842;4
64351396499;5
64313709238;3
67286360269;4
63294019733;6
64318429569;4
67222333870;5
64389247721;1
60395137673;5
67362398506;3
67264146272;5
67366854174;5
64229249859;3
63334938095;4
63329019901;6
67271538186;1
60387289324;1
63271168251;5
67370554738;2
60397700995;2
63371825896;4
60252235402;4
64243531673;2
60375660035;6
60378554651;4
64213193552;2
64219417231;6
63244004220;3
63203209225;4
64221073523;4
63285065641;6
64345456145;2
67382559689;3
67294605212;1
63297947828;3
64241268665;5
60255410876;6
67327022862;1
63222029709;6
60215601113;5
67395899853;3
63297762410;3
64327321747;6
67315161395;4
64331906830;4
63321433458;3
60370534422;6
64399504188;4
64217200855;5
63377473843;2
63288778630;5
60393419132;4
63278396089;1
67357274858;5
60266767733;5
67383174543;5
60227080959;2
60213223111;6
67232962469;2
60330018944;6
64212155479;4
64297017109;5
67205656518;2
63332725239;5
64271598359;6
64235760841;4
64336473746;2
60287726298;1
63308423486;4
60277987581;2
67220654238;3
63285645001;6
64314970851;5
64282331495;4
64398560963;6
67285715969;5
67248623299;6
60305859845;5
64348595987;6
63247378083;3
67384344876;6
64357609273;6
64225197219;4
67240582047;1
64277418221;5
60210264518;4
60213443243;1
67230091827;1
67380717007;3
64299778485;6
67266352716;6
60239649605;6
67258801080;5
67350750832;1
63253521653;6
60358026802;4
64326275946;4
60244227840;5
63369673019;4
63267528626;3
63359975688;3
67333400509;5
63391778932;2
67224437142;4
67362160593;3
63344077119;4
63222910499;6
67354416848;6
67234716090;6
64253755227;6
60343427584;5
60304416761;3
63369185103;4
63316836293;2
67261938240;4
60313786857;3
64270776033;6
60306667893;2
63246057070;2
64373014506;1
64242462813;6
63348139454;4
60378633004;2
60334186507;4
64312454669;4
64392608891;2
64357891319;5
64311381510;6
64292481290;5
67212587173;2
64341334559;6
60285265471;1
64206692829;6
64264672382;5
64259356022;3
67203298339;2
63397397280;1
63273170660;4
67279262767;3
67385346422;3
60247516487;2
63296707335;4
60268403933;6
63207117384;3
67291073139;1
64333204485;2
60338008599;1
67215720249;4
63203195933;3
67222422121;1
60247480849;6
64222182709;6
64383738561;6
64336127937;2
63370760774;3
64202386456;6
60318211070;2
60299030999;3
63385941260;6
63287995069;2
67336663293;5
60264865843;3
64266398164;3
60333969915;3
60302863531;5
63378990302;1
64242549382;6
67213691829;2
63369136021;5
60215691481;6
63228008819;2
60205263635;5
64296090449;6
63243812838;2
63344635961;2
67218015589;4
64208958397;1
67396802764;5
60265518438;5
67373653796;6
67364491821;5
67315806507;4
60203850169;2
60216748584;3
63226338308;3
67213390349;1
67302102640;2
63306887124;5
63362525723;6
60297114479;6
67305094592;5
67256015339;3
67305423952;6
67377460712;2
63346835712;4
64373009863;1
60203505372;4
67374860396;2
67320778252;3
67236001498;3
60359370884;2
63343562235;6
67396726715;1
60318460682;1
60316946014;2
67378521588;2
67237992579;3
63275138259;5
60297326271;3
63278185208;3
60254222439;1
67284731104;1
64236983143;2
64243513399;2
60359222257;5
67271214194;5
67240493567;2
67375034759;3
67365615346;1
67254716364;5
63211892961;6
64227688147;1
60305942475;5
60257823507;4
67283677203;5
60309520079;2
64227004396;6
63397668055;2
64245458426;3
63350625978;1
60367597774;2
67235585453;1
63333683018;2
67384793409;4
60204154794;1
63397507507;2
60211262322;6
67365604077;4
64299678855;5
60223427661;3
64220170869;3
63370361802;4
63323394867;3
60369700750;4
63287010194;4
63351409160;5
67238525249;4
60287751209;3
67341427026;6
64291264547;5
67221219721;5
60344810543;4
60356160358;1
67384718806;6
63345970047;1
67258920950;6
60360052942;2
64316954985;2
63392616677;2
67330673890;5
60360659707;6
63256815232;3
64221531777;5
67244525846;3
63334484868;3
64207205212;3
63213386192;2
63216828838;4
67325222406;5
64246380501;6
63331936172;6
67295883275;6
63334909486;5
60219198682;3
67334075408;6
60291865367;6
60358540697;4
63308996303;2
60356629992;2
67370488433;4
64280191785;5
63238143065;2
63381960252;5
60260835419;3
67290763875;4
63300957449;6
67279352537;2
60286376293;3
67394520329;4
67366803472;1
60284418079;3
63288693503;1
64396996659;5
60309601117;4
67284031935;1
60363142284;6
67237900682;1
64206456351;5
64280898749;1
67373168723;5
63392695860;6
60265113616;3
60203677297;4
64372689860;3
63362512354;4
63311572573;3
64305846269;5
64386523930;1
64288994615;1
60299206257;1
64213516386;3
60229721693;2
67232195808;6
60233636129;2
67304098462;6
67258477649;1
63373170919;5
64308079374;1
63226388453;6
63221013915;2
67312017943;5
60374621052;2
63344764702;2
67303052477;4
64349382030;2
67211664166;4
64385437801;1
67362172257;5
67210830127;3
63360964304;2
60309426633;4
60367494061;4
63269201128;4
64283386331;2
60353139463;1
60309206730;4
67270024359;4
64206895924;1
60315559173;4
60225777260;1
64214107439;3
60331197117;6
60222091775;6
64265241261;3
67339351586;5
67351692496;3
67264399847;4
67346573879;2
64246802422;1
67340133355;1
67234382478;6
64235724403;4
63256577803;4
63237261209;6
67247407819;6
60343594235;3
60369760664;5
63347696368;1
60384158733;2
60308442252;1
60314127139;5
60285885771;4
64339419025;3
63398676094;1
60330591008;1
67395276511;1
60227363862;2
60230670830;6
64296434939;6
60357125793;1
67295836897;6
64279738320;4
64206137647;5
63380414629;5
60322452669;2
63297074050;5
64378257946;4
60201362787;1
67225914432;4
60302955185;5
67386187948;5
67352478659;2
64362542942;3
60206370249;5
60285060837;3
60231674600;1
67319180254;1
60360043390;1
60350959621;3
60261761788;4
67310665956;2
60399135691;1
60265662008;2
63322515296;1
67270084270;5
60304497346;6
60229367032;5
60242713845;1
60277453412;4
60302024246;2
67243659342;2
60209685518;3
67332926779;6
63318286509;2
67297976750;5
64308856524;4
64300169374;2
67273904481;4
60269122180;5
63397099042;4
63366469844;2
63388360803;5
64303098133;4
67359362770;1
67248013989;5
63387878345;1
63370963055;2
60293017274;1
63232236266;6
67221098258;2
63280397239;4
63364380420;4
63233081509;2
64387094030;6
60397192078;1
64234836216;2
60256053201;1
63359543818;3
60232892784;6
60373249885;1
63390277158;4
67232563157;2
67365058145;3
63366884078;5
60257397990;2
63255100108;3
60367342759;6
63301137615;5
60378624633;3
64326167574;1
64260028399;5
63322602067;1
63309526564;2
67305247712;3
67337725284;1
63259257370;4
60228348042;6
67327154297;5
67278985757;4
60246647030;5
60217105776;3
60380067164;6
60366481586;1
64210949125;4
64284455590;1
64263202315;4
63326355684;1
67398641423;1
63279207817;1
63246324591;5
63383494224;1
67217085699;5
67275434385;6
63246096955;5
60327161069;5
67335493246;3
60392710321;2
60376430033;4
64300424039;5
64246435136;5
63395739990;1
64275808979;1
60230487122;3
60374521465;2
60268011733;2
67297967727;1
67219668551;5
64286989010;1
60269585075;3
60210514794;1
64214922582;5
67384850267;4
67321603219;1
63230850714;2
63322861682;6
64211602927;2
60261473308;4
64368741130;1
67240436008;6
64347406870;4
67302359757;6
63211556775;1
67359185046;5
60398266105;2
60333316962;5
60343089018;2
63355892079;1
60355213350;4
67344376791;3
60262524011;2
60394564853;4
63394935299;5
60314694255;6
67213949524;2
60268134487;2
67271216579;1
67392199907;6
64202834270;4
60303944853;5
67365389621;3
64288797844;3
64285205520;2
63276189222;4
60311961767;5
60277214302;6
60338469759;6
63250266759;6
67368084090;4
64230288796;6
60282372986;1
60324724381;1
60219553199;6
63232668289;1
60337468189;1
63335900210;1
63336827649;6
67365548665;3
64248483626;3
67277583353;4
64340271066;6
67323394528;3
63379238922;5
67258787681;1
64380258682;3
60331053069;4
60270277589;3
60310817255;3
63258637900;6
67230716460;3
67315188498;2
60289331401;3
67287311548;6
64346793277;6
64369499414;5
60313100416;2
64390453890;6
64392546739;4
67286506930;3
67348769550;5
67257193559;6
63289098838;5
64251004771;5
64201166665;4
64286171948;3
60359576903;5
67333099788;5
67223881766;4
63337053663;6
64283721718;4
60376566245;1
60203307678;2
60266016762;6
60270343042;2
60201066665;2
64339281813;5
64224659529;3
64357777796;5
64359133879;4
64226724301;2
60345252196;2
63234974051;2
64374187765;6
64266931350;5
63360223487;1
67285535333;4
60386433111;1
64255287034;5
67309371655;5
67301790209;4
64280848652;2
60242457032;5
63245906864;2
67315173075;2
63217398748;5
64397024324;2
67349948369;6
63353120737;3
60330747334;3
63296131263;3
64221370463;1
60365524672;6
60280303405;2
64373860970;2
64296385652;5
64257758875;2
60219693624;4
64383876247;6
67348164780;1
64381203929;3
67262210062;5
63372247357;4
64283882924;5
60292570999;3
67217104979;1
60345743920;4
64275660059;1
64376696373;1
64228168359;3
64243798300;1
60307959359;2
67386344449;6
60308645951;2
64299325944;6
64325971264;1
63394981649;2
64343515446;5
60359517222;6
63345280962;5
63337245783;1
67354627202;5
67378708874;4
67326887975;5
67346343726;1
60379639269;1
67302764529;2
60206325332;2
63257642803;5
63207499465;3
63234997256;1
60235238333;2
64395750680;3
67382376924;2
63245227916;2
67296683482;2
64352345960;4
67317181369;1
67241744822;1
63382822430;1
64375002289;1
64229868681;6
67240927125;1
60202891430;2
67297826627;2
64344114097;6
63282806020;6
60290117189;4
64272102331;3
63350855043;5
67262892422;5
63330971713;2
63207731694;3
60310819800;6
67336555512;2
67380522915;4
60268771419;1
67391790202;2
67273185221;2
63251640086;2
63352919839;1
63243622893;2
63310541410;3
67343128433;3
60313765922;2
64313388776;5
67271292519;6
67380296699;2
60222588483;1
67234505170;2
64330383524;4
67306063593;3
67397956501;6
64287231269;2
67391732253;5
63342017268;4
64372450671;6
60378751287;3
67294796891;5
60332350309;6
64207735602;4
63304662931;3
67262295947;1
67308696402;4
64370305186;1
67361499570;3
64395203515;4
63394012701;1
60378140431;5
60319244729;1
60221140713;1
63223497952;2
63254533701;3
67389871858;2
60267390633;1
67378912489;1
64238800649;5
67282786181;3
67344166916;3
64263695818;1
64283644942;4
63386905691;3
67211327437;5
60355553593;6
63267422771;2
67385229590;6
67376262445;2
64240444540;2
67255581705;3
63361859482;3
64258696309;6
60220611959;4
64312477317;5
63221046848;5
67278674565;1
64221779957;4
64226839419;6
64213158803;6
63312124728;3
63396458278;1
64394799899;4
60257106503;1
60273893779;3
60302495184;3
60293908373;6
63314102322;6
63387955919;2
64393481321;4
64366034232;5
64215913846;4
67382449670;3
63263736267;4
63288096017;4
67256400879;2
63261838062;1
63358210335;1
64368381827;6
64328505719;1
63237148225;2
63230389855;2
64214787269;6
67341936893;5
67262040914;6
63304429277;1
64371653668;5
63249772447;5
63243068667;2
60316648684;1
64329579997;3
64285033541;4
63201799229;2
64313176719;5
63398138955;5
63336278025;6
60368244654;6
63368800229;4
60379066499;4
64219803549;6
63353953046;5
60296300775;2
63294590678;3
64266547194;5
60390374723;4
63318953009;6
64207882966;6
67238549342;4
64331325072;5
63247098129;6
64230411040;5
60253223408;5
64202330779;4
63317313863;6
60290291782;4
63222631027;1
67307270487;4
63273863763;3
63240350027;6
63201034711;5
63282239126;3
63253931797;5
64369435149;3
64218679410;3
60284411423;4
60313403117;2
60345439741;3
60360211799;3
64231644579;3
64248925300;4
63285062162;4
60384808592;2
60205238320;5
64262865493;2
63299559639;4
63353230346;5
63395953143;4
60318926991;6
64330532287;6
64326635713;1
64275878039;3
63296680046;2
67259259786;6
64350363279;5
63209145449;4
60379039416;3
67281969584;6
64365488981;2
60319139012;6
64299188823;5
67265719551;5
60232505462;5
67282585712;6
60399234045;5
64355645817;4
64379169544;2
63214061955;4
63336245038;2
60227640521;3
60287430959;4
67380901673;6
67229351539;2
60397137905;1
60249215174;3
63369631960;3
60288491278;3
60208431619;6
67369389952;4
63208884329;4
67311669653;2
64230555867;3
60251715656;3
60345486812;5
60261460109;3
64223372684;5
63280888380;3
60260541245;4
64201532122;2
60308038354;3
67299435838;6
64268162710;4
60289720130;3
67348500276;4
60381776419;5
64349064160;2
67301080007;5
63361045248;2
63350666690;5
64300776688;3
67296150158;1
64231244279;5
64278737312;6
60381184458;2
67246959703;1
67352262878;1
60330746141;1
67379186227;4
64203241265;2
63241331336;4
64209198558;5
63357517649;5
63274395445;3
63225209619;6
60243290662;5
64389380286;1
64391618265;4
64273259137;2
63257350594;6
60295108064;1
60266763266;4
67202918503;6
60226023855;3
63309325453;4
60201586995;1
60201117855;6
60356177455;4
60363340701;1
60318921310;1
64338312294;1
63202126857;4
67221046711;5
67303081069;4
63235286549;5
64384773131;2
67323267496;2
64220367809;1
60380170461;5
64262644748;4
60383911519;3
64289469875;6
60323765432;3
64227770803;2
60231763026;4
67237563007;2
67362000030;1
67385762604;6
67398945406;6
60252650108;5
64363009776;3
60201579751;3
63326651704;4
64369915728;2
63259482609;3
67272999594;6
64276873855;3
64395659909;2
63285836958;1
67236163471;1
63252765729;4
63285677450;1
60298143448;5
60339423248;4
63248688379;4
60363401344;4
63383883786;1
60330513244;3
60327722258;1
64263597018;4
67213231789;1
63276344406;1
67352256517;1
63335474319;4
60215066986;2
64342185000;4
63232388805;4
63320474355;2
64255828639;4
60348321938;6
64369517005;5
60359614791;4
67236415802;1
67343089578;1
64376977240;4
64326619092;2
64369912788;6
60239577892;1
60292051010;4
60359700604;6
67234017656;4
64349125720;5
64304825969;4
64375806604;5
63246005259;1
60362379388;3
67321932565;6
60305730761;3
64363965960;1
64201563818;3
64244994677;4
63391082449;1
60258249609;6
63214553955;5
64327401529;1
67246453737;1
64235880359;4
63375833019;3
64216792880;6
60243227308;3
63290256277;1
64305636728;2
63298244286;4
64298382609;1
63336049042;6
64392507033;3
64272011009;2
67368998262;3
60320137201;6
63278152121;1
60219767660;2
63250312769;3
63212866115;6
60235364231;4
67307355938;2
60213014628;1
67269076868;2
67264580312;5
60243014711;5
63267514765;2
67308685931;6
67350100749;3
67359522018;3
60263714027;2
64315264569;5
64316299227;3
67207347644;3
60284235080;6
67286307563;4
60397115919;4
67227642634;6
67226713839;3
63318609596;1
60340965240;1
63388272084;3
64398499318;3
64353099726;5
60397869409;2
64316109592;1
60314146699;1
60395852038;2
63256722676;3
63280951112;2
67385064079;2
60237744740;4
67393666869;1
63357155985;2
64328678827;4
67369248615;6
63328372888;3
63282112371;3
60391832997;6
67250867678;1
64346628160;5
67262890748;6
64334659796;6
64338057464;2
60265291149;2
64340466053;6
60388612587;6
60387651529;4
63263261072;6
67281260992;2
63256269815;5
63269094143;6
67339379677;3
63270007858;5
64324017540;6
67303794414;3
63313264019;3
64267509929;1
60204867324;6
64286715769;2
60359957826;1
67260210995;1
63282054711;6
60346578354;2
67250211713;5
67250762809;5
67265556407;6
64228305772;6
67386483369;4
64260711901;2
64270117242;2
60341558339;3
63334013199;5
63284479379;4
60372415285;2
63385239191;3
63335495200;4
64248273159;1
63332542747;4
63229967845;5
60380139718;4
64283356521;6
67251598581;2
67311910139;2
67367191144;3
63270912089;5
64341603550;1
67235072129;3
67325830295;3
64312414471;2
67343641114;3
63364965348;3
60353245263;3
64352493269;2
67253884999;6
64291248559;1
63258466480;5
64279650792;5
67305986719;5
60222097161;6
67352243660;2
67345119474;6
60343489334;1
63378415332;6
63384998161;1
64211105745;1
60255317409;1
67385189084;6
67268291412;5
63345023519;4
63211456312;6
67330382837;2
64340163212;3
63210114442;1
67209912888;4
60368386033;4
60362195554;2
67257695740;6
63304357586;6
63383895407;1
67323314796;2
64263274928;2
63303240804;2
67291634718;2
63343080257;1
64201932821;1
67357033931;3
64223645680;5
63204383164;6
64359893033;3
60378957594;6
67365414081;3
64292905627;5
60374315449;3
64236787808;6
60278740539;2
63365862402;4
67344219199;2
67399683439;2
64316180785;3
67372802879;1
67249452855;4
63312724083;1
63216275685;4
67274630482;1
67298876849;5
60366868472;5
60368454616;2
63230542440;1
64207467993;5
63391532658;6
63248566886;4
67313736277;5
63323739880;1
67338203329;4
60225237169;5
64362478934;2
67297329364;6
67286991286;3
67211985140;3
60230749509;4
67317175768;3
64302828383;3
63309883456;2
60344481299;4
64290621159;2
64389541956;5
64231664635;4
63312155410;2
60223176588;6
64216612688;5
63391840778;5
67255055795;6
67247040673;4
60383418537;2
63313981918;2
64246176122;6
67371292809;3
67301105769;1
63206838428;5
64307856865;4
63226970349;4
67219572651;5
67210010804;6
67377111564;6
64357367237;3
64388562933;2
67303218006;1
60378440281;1
67278753155;3
64293154439;4
63349623651;6
63370238628;4
67220429838;3
63356581344;1
67254621541;1
64389956935;2
67289847054;4
67267263601;5
63216232799;5
67393374362;6
60285187551;6
60241741659;6
63373973639;4
63283489079;6
64359854070;3
67295908502;6
67353818969;1
63230291367;4
67253289306;5
67220226880;3
64282570104;5
64287095846;2
63283406182;1
64392647838;3
60262628372;5
60294226373;2
64249790204;4
67373660539;1
64362904339;1
60262096893;5
60339756867;1
60322346177;2
64324742571;6
63358407406;1
60349388076;2
60394805508;5
60298343951;3
63350073729;5
67350480649;6
67376165873;2
60284269260;4
60382928069;6
67260944123;1
63377758147;6
67334105668;3
60374873809;3
60364147557;5
63221797673;4
67241294800;4
63285678872;5
60321375521;1
67364953876;3
60275723021;1
67278287286;1
63276887531;3
64372356861;3
63347250211;1
60332083824;6
60228538216;6
64212566754;3
64330738879;4
63236830685;3
63302883884;2
63397565086;3
60235475734;5
67353605469;1
60394616470;2
63314942339;3
64339717867;1
60291251334;6
67269845268;2
63363372580;4
60251973477;3
60285472043;1
64248102371;4
60385519187;2
60330108153;4
60254465057;3
60364385857;5
64248641493;1
67347955695;5
67365331720;2
67377081312;1
63253941016;5
63202095349;3
64270767646;4
64278753679;5
60348165022;6
60265081692;4
60276552646;1
63241345752;5
63264942715;5
67336274173;3
64351762479;1
67255487199;6
64262995354;6
60333756857;3
60345181965;5
60304098875;6
63282613273;6
67219135405;1
60229100818;6
67212333499;3
60335249146;4
64266656189;2
60323481124;4
64212578671;2
64216753028;1
60232698929;2
64346995317;6
63360309241;1
60261086622;4
67239415412;3
63298793719;3
67246088931;6
64313313423;3
67253704648;5
60230096009;2
64237711449;5
60259545199;6
60290061027;2
63382352078;4
63299227989;5
60247326130;6
67366552569;2
63298767173;1
60257498061;6
67211814826;1
64348524575;6
67234427811;5
67370248114;6
63329419119;5
64324170608;2
64230154595;5
67307530225;6
60358398989;4
60280505253;4
64254624592;4
64339643847;2
64224001086;6
63239216570;3
63348948441;5
64313759065;4
64367682378;4
60379664965;6
67398559599;5
64305168171;6
64205342484;4
63347485499;1
63268379845;4
63266305291;2
60378487989;2
64272607387;2
60339306322;6
64218822396;2
63277425485;6
60263972204;1
63254812775;5
64231223302;4
63306903804;2
60366177372;1
63245829869;1
63241032835;1
63222979189;6
63379822314;3
67283275474;2
63215629688;1
64257802777;1
67381136210;1
67304327747;3
64353675085;2
63336830895;5
67212935643;6
64388492349;4
64365186039;2
64331664349;3
67349448499;1
64280894093;4
64281971601;4
63303854039;5
64256953798;5
67298670549;5
64305562813;3
60301847639;6
63318895661;1
64393342534;1
60337906119;1
63391425592;1
64327786812;2
60228984968;1
64306439853;6
67270726035;4
67264222998;1
63270938339;6
67388161490;1
63255895534;2
67337084017;3
64239307793;4
60244018966;2
63288571467;5
67299358485;1
63325644852;6
63254821952;2
67373553341;3
67308276399;3
60314252880;1
67374515001;5
63276293372;1
60283018859;4
63266084805;6
64271255487;1
60265015053;4
63252827619;5
64342161284;6
63274497205;5
60392077858;2
67313435072;1
67389579898;1
60286606027;1
64205376639;5
67232708880;1
67245852289;6
67313585740;1
60336172775;2
63317835460;6
60377127725;2
64300177210;3
60283121642;4
63234724780;3
63378288411;2
64313187541;5
60348854545;1
67333699491;1
64203315439;3
67287399992;1
60301284219;1
64224561006;4
63244156306;5
60371460813;1
64363474053;4
67320407989;6
63343163152;3
63394095771;6
67352044315;6
60224084279;4
64215057281;4
63261903484;2
63334419357;4
63292979950;3
64348076750;4
60277850578;3
60353798289;6
60327048115;4
67376710588;2
64294073629;2
60236215175;4
60203496624;1
63225659615;6
64236289484;5
63233354394;1
67309473474;1
63392536177;1
60220109405;2
67301012443;2
67248236717;6
64357408889;3
60393768218;2
63388312671;1
60240988545;6
63387946189;1
64390988638;6
63260005075;3
60353250542;3
60232960488;3
67395132048;1
67280682478;4
67265132674;1
67282346327;2
67372006738;3
64208135293;5
60335551357;2
64257965242;4
67315340639;6
63380676895;6
60397222589;2
67380293703;5
63396161550;3
60239374916;3
67392267120;5
60230737374;6
64357595701;6
63266097311;2
64295969464;3
63309335130;3
64310815975;5
67229433811;5
60340892049;2
67212552299;5
60363922832;4
64384779253;5
60386344437;1
64367107667;4
63224544938;4
63298519595;1
60273025459;5
67218052204;6
60319672429;5
64317965662;1
63277326967;6
60355395106;6
60261492701;6
64358915734;3
64200814434;5
63361615524;2
63253600359;4
64290293454;1
64230443503;1
67245265189;5
67226046999;6
64339468549;1
64273727521;5
63325780667;5
64286887226;4
63375065039;6
63216098465;5
60206794286;1
63291228048;1
67387171832;4
60214052256;4
64237807259;2
63374711255;6
67268229857;5
63343787709;3
67324357219;6
64216490302;1
63237737441;4
63253905273;4
60366675089;6
60284508672;1
60311612479;5
67226956627;3
60241587420;1
67221404928;1
60293410510;6
64383709979;6
63263456744;4
60218939956;5
63378617938;2
64204676125;4
64256509421;1
64216325158;1
63222890472;3
64235539398;5
63234906897;3
60225963455;6
64260682812;2
64231711250;5
63372635683;1
67246742429;2
64201545879;6
64202507210;1
63305362257;3
63379729861;4
67244039518;2
67235567013;2
63364027623;3
60235284815;3
67355772087;1
64324281043;2
67399634056;5
67293185902;6
63231450078;5
67234829375;6
64354236255;3
64224981285;4
60214636559;1
67309426182;6
60302162258;1
63353987153;1
60254365761;1
67357321597;5
67361373232;6
60367512906;4
60312869643;4
60217222217;1
67235875206;5
60378175944;2
67354694422;5
67221889018;6
67371102725;2
60398708698;5
64250707493;6
67322803890;2
60270398033;2
60264752887;6
63245636581;6
60391959717;2
63315935182;3
63394657222;4
67372499890;2
60279895676;3
60227536538;3
63293208702;4
60264158756;5
60293653057;1
60219199670;3
63304716519;6
60398174579;3
63234294697;2
64314605249;6
63320737348;4
64373417201;5
63374034962;4
67346434411;5
64328751435;6
64202600199;3
64216770976;1
63373952275;3
67374494837;6
60349635995;3
64305749352;4
60234200979;3
60328772509;5
64309249702;4
64391722534;1
63356280824;5
67295488287;6
64318572230;4
64289073491;4
67323986131;2
60389625959;6
67264582439;2
63329527834;6
64295505581;2
64250747487;6
64310462223;4
63324939816;5
64231000079;1
60327452978;3
67308432170;6
64392774414;2
63230517055;5
67308161495;6
60228975047;6
64269733592;5
60354106917;4
60228337490;1
63341177288;2
63255271352;2
60203736412;3
67207665565;4
60304578583;4
64200495559;5
60214569321;2
64265391769;6
67360734371;1
63276955596;4
67297949664;6
64210755177;4
63348758006;1
63366033999;6
63353592329;3
67286073139;2
60282191409;4
67361925405;5
67259083955;4
63296193145;5
63215256768;4
60232998787;1
67352819694;1
63293013189;6
63393803357;6
67317531335;6
64384697699;2
67382278280;3
63318830119;1
60365781985;3
67364026584;3
64227826248;5
64302055171;3
63291427601;4
63344868737;2
60325623872;3
67260318192;5
63335837721;4
63380026068;2
67216105262;4
67348135586;4
64352715954;4
64298013859;6
67336505549;4
63290560081;5
64284496769;3
63330347211;2
60225771679;5
67293251009;5
60350094965;4
64229253929;3
64296496969;5
67243664469;4
64333527713;1
64281691390;3
60350611145;1
67222853369;4
67235901991;5
60303267967;6
64274422937;6
63390459434;5
67239306214;2
64251069490;4
67254877406;5
60303161689;2
60327150939;3
67283906954;3
63200362502;5
63347155359;6
60326905790;6
60394549897;5
63289442997;4
63389309089;2
64312021143;5
67325433113;3
63247368150;2
67208617688;2
60301871565;5
64252643697;2
67346788809;3
63276996241;4
67353055310;6
64204513277;2
60275935215;6
67206742183;3
64297676316;5
63394730396;5
63344944395;5
64373167701;6
67249115573;2
67327625869;4
60389660100;1
63245977796;1
67256734718;6
64380781309;5
63358755986;3
67220465664;5
67384348154;4
63341267589;4
67371945145;5
64256611838;2
63361508256;5
64387338770;5
63306275528;4
63292146231;6
64201730722;4
64299014388;1
60253192919;3
67399856759;6
64345295923;1
64219763598;2
63205871960;5
67302690682;4
60247809468;2
64254225999;1
